News_title,Sentiment(MaxEntropy),Sentiment(VADER),Sentiment(SparkNLP)
MCO 3.0 is not expected to have a significant impact on economic growth - Tengku Zafrul,1,1,1
MCO 3.0 not expected to greatly affect economic growth: Tengku Zafrul,1,1,1
MCO 3.0 is not expected to have a significant impact on economic growth,1,1,1
MCO 3.0 is not expected to have a significant impact on economic growth - Tengku Zafrul,1,1,1
"Focus on FDI quality, not quantity, says UM economist",1,2,0
M'sia needs solid base to support new wave digitalisation,1,1,1
MDEC: Malaysia needs solid foundation to support new wave digitalisation,1,1,1
MDEC sets lofty target for e-commerce adoption by 2025,1,2,1
The job market in Malaysia shows encouraging signs,1,1,1
The job market in Malaysia shows encouraging signs,1,1,1
Labor market shows encouraging signs - Economist,1,1,1
MicroLEAP: Establishing The Right Helping Hand For MSMEs Nationwide,1,1,1
The Tourism Dashboard monitors the achievements of the tourism sector,1,2,1
Noraini: Creative industry has potential to generate new sources of income,1,1,1
Creative industry has potential to generate new sources of income - Noraini,1,1,0
"Banknotes, coins in circulation grows over 14pct to RM130. 4bil in 2020: Bank Negara",1,2,1
Learn to value water today,1,1,1
Online petition launched urging govt to provide rental relief fund for SMEs,1,1,1
"Foreign labour influx a time bomb affecting Msia's future, well-being of the locals",1,0,1
"PAS and its ""partners of convenience"" should focus on real issues, not petty politics",1,1,0
"Pandemic magnifies income disparity, targeted aid needed",1,2,0
MIDA helps fintech startups partner with UK investment firms,1,1,1
MIDA helps Malaysian fintech start-ups partner with UK investment firms,1,1,1
A difficult year provided valuable experience for the Ministry of Finance to deal with the impact of COVID-19,1,1,1
A year of difficulty provides valuable experience for Malaysia's MOF to deaL with pandemic impact,1,1,1
A year of difficulty provides valuable experience for MOF to deal with pandemic impact,1,1,1
A difficult year gave the Ministry of Finance valuable experience in dealing with the impact of Covid-19,1,1,1
A difficult year provided valuable experience for the Ministry of Finance to deal with the impact of COVID-19,1,1,1
A year of difficulty provides valuable experience for MOF to deal with pandemic impact,1,1,1
Malaysia Builds Strong Investment Momentum In Digital And Tech Sector,1,1,1
Unregistered SMEs drop out of government aid,1,0,0
Unregistered SMEs drop out of government aid - Industries Unite,1,0,1
Unregistered SMEs drop out of government aid',1,0,0
Malaysian economy expected to turn positive this year on Covid-19 vaccine rollout,1,1,0
Malaysian economy expected to turn positive this year on Covid-19 vaccine roll out,1,1,0
Statistics Dept: Malaysian economy expected to turn positive this year on Covid-19 vaccine rollout,1,1,0
Malaysia builds strong investment momentum in the digital and tech sector,1,1,1
"Expanding economic pie will ensure fairer, more inclusive growth for all",1,1,1
M'sian economy to recover on effective vaccine deployment: WB,1,1,1
Creating a talent pool for tech sector,1,1,1
"Economy to recover this year on effective vaccine deployment, says World Bank",1,1,1
"Malaysian economy to recover in 2021 on effective vaccine deployment, says World Bank",1,1,1
World Bank: Malaysia GDP to recover in 2021 on effective vaccine deployment,1,1,1
"Malaysian economy to recover in 2021 on effective vaccine deployment, says World Bank",1,1,1
Digital skills key to bolstering workforce innovation,1,1,1
Malaysia builds strong investment momentum in digital and tech sector,1,1,1
"Malaysian economy to recover in 2021 on effective vaccine deployment, says World Bank",1,1,1
"MDEC: For the good of M'sia, we absolutely support MyDigital",1,1,1
Digital skills are crucial to bolster workforce innovation,1,1,1
"Industry, government work together to provide digital training",1,2,1
Regulation of RM2.27 billion vape industry will benefit local SMEs,1,1,1
Graduate research assistant allowance increases according to academic qualifications,1,2,1
The State of the Nation: New approaches needed to tackle unemployment in 2021,1,0,1
Thriving in the new norm with cloud & AI,1,2,1
DoSM'S My Local Stats eases search for statistics,1,1,0
Diversifying Malaysia's agro-food sector as the way to stimulate agricultural development,1,1,1
Sabah's experience in the unprecedented year of 2020,1,2,1
Sabah's experience in unprecedented 2020,1,2,1
Reflection: Sabah's experience in unprecedented 2020,1,2,1
2021: Recovery towards normalcy,1,2,1
Changes needed for Labuan's economic recovery,1,2,1
2020 is the most bitter challenge for the country's economy,2,0,0
2020 is the most bitter challenge for the country's economy,2,0,0
Not all is doom and gloom for Malaysians for the year 2020,2,0,1
Not all doom and gloom for Malaysians in 2020,2,0,0
Not all doom and gloom for Malaysians in 2020,2,0,0
Not all doom and gloom for Malaysians in 2020,2,0,0
Economic recovery likely in early months of 2021 - DoSM,2,2,1
Economic recovery likely in early months of 2021 - DoSM,2,2,1
"Economic recovery likely in early months of 2021, says DOSM",2,2,1
Statistics Dept sees Malaysia's economic recovery gathering pace in early months of 2021,2,2,1
Economic recovery likely in early months of 2021 - DoSM,2,2,1
Statistics Dept sees Malaysia's economic recovery gathering pace in early months of 2021 | Money,2,2,1
SMEs in Sabah need a bigger allocation,2,2,1
Would Covid pandemic change our way of life and minds? - Boo Cheng Hau,2,2,1
"Assistance incentives, the 2020 challenge to raise the spirit of PKS to boost competitiveness",2,1,1
"Govt assist SMEs to survive, boost competitiveness amid Covid-19 economy",2,1,1
"SMEs given billions of ringgit in assistance to survive, boost competitiveness",2,1,1
"Assistance incentives, the 2020 challenge to raise the spirit of PKS to boost competitiveness",2,1,1
"SMEs given billions of ringgit in assistance to survive, boost competitiveness",2,1,1
"As global economy goes down, gig economy rises",2,2,1
"Effects of COVID-19 pandemic on rubber, pepper and cocoa industry",2,2,0
"Ups and downs of rubber, pepper & cocoa industry",2,2,1
"Ups and downs of rubber, pepper & cocoa industry",2,2,1
An additional economic stimulus package of RM45 billion is needed,2,2,1
Budget 2021: DAP proposes a RM45 billion stimulus package,2,2,0
Tech event expected to bring RM500m economic boost,2,1,1
Use data driven approach for policy making,2,2,1
Now's the time to go into business,2,2,1
Rebuild the tourism economy,2,2,1
Research houses mixed on Malaysia's 2021 OPR outlook,2,2,1
MEDAC to boost SME businesses via e-commerce platform,2,1,1
The green zone domestic travel bubble initiative is the government's effort to recover the tourism sector,2,2,1
M'sia's GDP at -2.7pc in 3Q20: DOSM,2,2,1
Growth trajectory on track: BNM,2,1,1
DOSM: Malaysia's GDP at -2.7 pct in 3Q20,2,2,1
2021 growth trajectory on track despite CMCO,2,1,1
Bank Negara: Foreign investors not turning away from Malaysia despite RM0.8b FDI outflow in Q3 2020; private investment growth to rebound in 2021,2,1,0
Bank Negara warns against debt-fuelled economic growth,2,1,1
Malaysia's GDP at -2.7 pct in third quarter - Statistics dept,2,2,1
Growth trajectory for 2021 on track despite CMCO - BNM governor,2,1,1
Malaysia's GDP at -2.7% in 3Q20 - DOSM,2,2,1
Q3 GDP at -2.7,2,2,1
Malaysia's GDP at -2.7 pct in 3Q20 -- DOSM,2,2,1
Growth trajectory for 2021 on track despite CMCO - BNM Governor,2,1,1
Growth trajectory for 2021 on track despite CMCO -- BNM Governor,2,1,1
Invest in healthcare and education sectors to mitigate underemployment -- REFSA,2,2,1
Cover Story: All hands on deck for Sabah,2,2,1
Why Sabah is struggling to contain its Covid-19 crisis,2,0,0
PIKOM calls for digital transformation inclusivity in Budget 2021,2,2,1
"The Week Ahead: Malaysian politics, US 3Q GDP and meeting of China's top leaders in focus",2,1,1
A different approach to retirement investing,2,2,1
GDP forecast to reach -4.4% due to CMCO,2,1,1
Online Daily News : Selangor highlights PKS efforts to deal with the impact of COVID-19,2,2,1
Selangor is highlighting PKS' efforts to deal with the impact of COVID-19,2,2,1
Numbers That Need To Be Observed - Syahir Sulaiman,2,2,0
Selangor launch video series on MSMEs' survival during Covid-19 pandemic,2,2,1
Numbers That Need To Be Observed - Syahir Sulaiman,2,2,0
The numbers to watch,2,2,1
"Thus ends Sabah distraction, next stop - the recession",2,0,0
"Upward trend in LI boost consumer, investor sentiment - Economists",2,1,1
"Upward trend in LI boost consumer, investor sentiment -- Economists",2,1,1
The State of the Nation: The reopening-of-borders conundrum,2,2,0
PM: Collective action of international community key to recovery from Covid-19,2,2,1
Collective action of international community key to recovery from Covid-19 - Muhyiddin,2,2,1
Collective action of international community key to recovery from COVID-19 -- Muhyiddin,2,2,1
Collective action of international community key to recovery from COVID-19 - Muhyiddin,2,2,1
Collective action of international community key to recovery from Covid-19 - Muhyiddin,2,2,1
Muhyiddin: Collective action of international community key to recovery from Covid-19,2,2,1
Government announces RM10bil Kita Prihatin package,2,2,1
Govt announces RM10 billion Kita Prihatin package,2,2,1
Govt announces RM10bln Kita Prihatin package,2,2,1
Govt announces RM10 bln KITA PRIHATIN Package,2,2,1
Govt annnounces RM10b Kita Prihatin package,2,2,1
Sabah a new economic power? It's okay,2,1,1
Tending to matters of the heart,2,1,1
Domestic tourism grows 12 pct to RM92.6 bln in 2019 - DOSM,2,2,1
Domestic tourism grows 12% to RM92.6 bln in 2019 - DOSM,2,2,1
Domestic tourism increased 12 percent,2,1,1
Domestic tourism grows 12 per cent to RM92.6 bln in 2019 - DOSM,2,2,1
Domestic tourism grows 12 per cent to RM92.6 bln in 2019 - DOSM,2,2,1
Domestic tourism 2019 increased,2,1,1
Domestic tourism increased 12 percent to RM92.6 bln in 2019 -- DOSM,2,1,1
Domestic tourism grows 12 percent to RM92.6B in 2019 - DOSM,2,2,1
Discordant shopping activity 42.1 percent,2,2,1
Analyst: M'sia set for economic rebound in Q3,2,2,1
The stimulus package proved successful in absorbing the impact of Covid-19,2,1,1
Malaysia set for economic rebound in Q3 - Analyst,2,2,1
Malaysia set for economic rebound in Q3 - Analyst,2,2,1
Belanjawan Selangor 2021: A clarion call to action,2,2,1
Buy Malaysian Goods Campaign (KBBM) 2020,2,2,1
Malaysian-made goods stimulate the domestic economy,2,1,1
The Buy Malaysia Goods campaign boosts the economy,2,1,1
Malaysian Made Goods stimulate the domestic economy,2,1,1
Pivot towards digital economy amid Covid-19 outbreak,2,2,1
Extending RM100 million in financing to assist SMEs,2,2,1
Find an antidote to the 'al-gharimin' cluster before it's too late,2,2,0
The government continues the PKPP without extending the moratorium - questions Guan Eng,2,2,1
Lim questioned the government extending the PKPP without additional economic aid,2,0,0
Guan Eng calls out PM for extending RMCO without economic provisions,2,2,1
Lim questioned the government extending the PKPP without additional economic aid,2,0,0
Independents might be kingmakers in Sabah state election,2,2,1
Sabah votes 2020: Tough battle ahead - Jason Loh,2,0,1
"As uncertainty grips economy, urgent need to protect the vulnerable",2,1,1
Malaysia's efforts in dealing with the COVID-19 pandemic,2,2,1
Labor productivity per employee fell 16 percent in the second quarter of 2020 - Department of Statistics,2,2,0
Labour productivity per person employed down 16 pct in Q2 2020 - DOSM,2,2,1
Exabytes launches Sama-Sama Digital to spur Bumiputera SMEs to digitalise,2,2,1
Exabytes launches Sama-Sama Digital to spur Bumiputera SMEs to digitalise,2,2,1
Statistics Dept: Labour productivity per person employed down 16pc in Q2 2020,2,2,1
Labour productivity per person employed down 16 pct in Q2 2020 - DOSM,2,2,1
"Revive the economy, the allocation should be higher - Anwar",2,1,1
Malaysia is headed for a severe economic recession unless Perikatan Nasional does this one thing,2,0,1
"While Becoming Minister of Finance, Ask the People to Tie Up Their Stomachs, Be Independent (read stingy)",2,2,0
"Malaysia needs a post-Covid-19 stimulus package, says Lim",2,2,1
Another RM45b stimulus package needed to battle recession - Guan Eng,2,0,1
Sabah's GDP under Shafie plunged badly - Hajiji,2,0,0
"Sabah's economy is sluggish, GDP 0.5 percent under the Warisan-Hajiji administration",2,0,1
Another economic stimulus package of RM45b is needed - Guan Eng,2,2,1
"Sabah's economy is sluggish, GDP 0.5 percent under the Warisan-Hajiji administration",2,0,1
Ex-finance minister urges decisive Putrajaya intervention to stave off economic death spiral,2,0,1
The country needs another stimulus package to avoid economic recession - Guan Eng,2,0,0
Another RM45b stimulus package needed to battle recession - Guan Eng,2,0,1
"MTUC to Putrajaya: Stop painting rosy economic picture, time for reality check",2,0,0
The rise of the Malaysian economy,2,2,1
"MTUC to Putrajaya: Stop painting rosy economic picture, time for reality check",2,0,0
GDP nosedives in Q2 due to economic pause in April,2,2,1
"Malaysia's GDP falls 17.1% in 2Q20, lowest since 1998",2,0,1
GDP shrank 17.1 percent in the second quarter of 2020,2,2,1
GDP -17.1 percent is not in line with the national unemployment rate - Economic analysts,2,0,0
Jobs in private sector down to 8.4m in 2Q,2,2,0
Employment in the private sector declined to 8.4 million in the second quarter,2,2,0
The number of jobs in the private sector decreased,2,1,0
Second quarter growth is expected to be negative but shows a recovery,2,0,1
"Selangor recorded high GDP per capita, exceeds national level",2,2,1
Mission to drive Sabah back on track: Musa,2,2,1
The hard work of the Kelantan GDP surge officer,2,0,1
"Sabah's steering mission is back on track, said Musa Aman",2,2,1
Sabah Steering Mission Back to the Right Track - Musa Aman,2,2,1
"Sabah Will Continue To Be Left Behind Under Shafie's Leadership, Said Musa",2,2,1
"Steer Sabah back to right path, says Musa Aman | The Edge Markets",2,2,1
Sabah steering mission back on track - Musa Aman,2,2,1
Driving Sabah back to the right track,2,2,1
Unite to free Sabah from economic oppression: Musa,2,1,1
"Sabah will continue to fall behind under Shafie's leadership, said Musa",2,2,1
Driving Sabah back to the right track,2,2,1
How steep will Malaysia's 2Q20 GDP contraction be,2,2,1
"Various measures taken for state GDP growth amid pandemic situation, says Melaka CM",2,1,1
Various measures taken for state GDP growth amidst pandemic situation - Melaka CM,2,1,1
Attract local and foreign investors to ensure GDP is increased - KM Melaka,2,1,1
We already have agencies to help people in need,2,1,1
Covid-19 pushes more Malaysians into poverty,2,0,0
Finance Minister: Decrease in country's GDP for second quarter of 2020 predicted,2,2,1
Economic stimulus has an impact,2,2,1
Seven states recorded higher GDP growth than the national level in 2019,2,1,1
Seven states including Labuan recorded higher GDP growth than the national level in 2019,2,1,1
"Seven states, including Labuan posted higher GDP growth than national level in 2019",2,1,1
7 states recorded GDP growth higher than the national level,2,1,1
Malaysia's key economic sectors gradually recover,2,2,1
Seven states recorded higher GDP growth than the national level in 2019,2,1,1
Seven states posted higher GDP growth than national level in 2019,2,1,1
Is construction sector only for foreign workers?,2,2,1
"Stop Blaming Others, Just Acknowledge Inherited Weaknesses, Says Former KM Sabah",2,0,0
"Stop blaming others, just admit Warisan's weaknesses, said the former Sabah KM",2,0,0
"The Week Ahead: Eyes on trials of Najib and Rosmah, China trade data | The Edge Markets",2,2,1
Build a stable and solid career in the new norm,2,1,1
"Moratorium: ""Cleaner slate"" for banks to move forward",2,1,1
The moratorium puts banks in a 'better position' to move forward,2,1,1
Bank please make it easy,2,1,1
The contribution of SMEs to Malaysia's GDP increased to 38.9 percent in 2019,2,1,1
SMEs' contribution to GDP rises to 38.9 pct in 2019 -- DOSM,2,2,1
"Malaysia's June exports rise 8.8%, surpass expectations and point to encouraging economic rebound | The Edge Markets",2,1,1
"The Week Ahead: Verdict on Najib's SRC case, FOMC meeting, 2Q GDP in focus",2,1,1
Domestic food production should be a priority,2,2,1
Malaysia recorded lower domestic investment in 2019,2,0,1
"Data shows Perikatan govt's initiatives reducing unemployment during RMCO, says HR minister",2,0,0
"Data shows Perikatan govt's initiatives reducing unemployment during RMCO, says HR minister",2,0,0
Need to review,2,2,0
The changing face of e-commerce,2,2,1
"MAHATHIR - PURE RACISM, BLACK-HEARTEDNESS?: IS IT A SIN TO BE RICH? OR ONLY FOR THE CHINESE? WHAT ABOUT YOUR BILLIONAIRE CRONIES LIKE DAIM AND YOUR BILLIONAIRE SONS?",2,0,0
IMF revises Malaysia 2020 GDP forecast from 1.7% to 3.8% contraction,2,2,1
IMF revises Malaysian 2020 GDP contraction to 3.8% from 1.7,2,2,1
The change of government affects Terengganu's GDP,2,2,1
"Industrial production to make a comeback in near term, says Kenanga",2,2,1
Kenanga: Industrial production to make a comeback in near term,2,2,1
Prihatin to be implemented concurrently with Penjana,2,2,1
Various PRIHATIN measures to be implemented concurrently with PENJANA,2,2,1
Finance minister: Various Prihatin measures to be implemented concurrently with Penjana,2,2,1
"Various Prihatin measures to be implemented concurrently with Penjana, says Tengku Zafrul",2,2,1
Finance minister: Various Prihatin measures to be implemented concurrently with Penjana,2,2,1
Various Prihatin measures to be implemented concurrently with PENJANA - Tengku Zafrul,2,2,1
Putting the economy on a strong footing,2,1,1
Various PRIHATIN measures to be implemented concurrently with PENJANA - Tengku Zafrul,2,2,1
The RM9 billion fund breathes new life into the employment sector,2,2,1
Service exports record all-time high of RM169.8b,2,2,1
Services exports record all-time high of rm169.8b,2,2,1
"Malaysia's service exports reach highest level, record RM169.8 billion in 2019 - Department of Statistics",2,1,1
Malaysias 2019 services exports record all-time high of RM169.8 billlion,2,2,1
Malaysia's 2019 services exports record all-time high of RM169.8bil,2,2,1
Spying on Malaysia's Economy After PKP-PKPB,2,2,1
"Malaysia's service exports reach highest level, record RM169.8 billion in 2019 - Department of Statistics",2,1,1
Who wins?,2,1,1
Urgent repatriation of PATI,2,1,0
Look beyond the numbers for the real human stories,2,2,1
Cover Story: Tourism in tatters,2,2,1
New Norm May Be Permanent: Tengku Zafrul,2,2,1
Zafrul: New Normal May Be Permanent Normal,2,2,1
Finance Minister: New Normal May Be Permanent Normal,2,2,1
Covid–19: Finance Minister Says New Normal May Be Permanent,2,2,1
"New Normal May Be Permanent, Says Tengku Zafrul",2,2,1
Finance Minister: New normal may be permanent normal,2,2,1
Finance Minister: New Normal May Be The Permanent Normal,2,2,1
Finance Minister: New Normal May Be Permanent Normal,2,2,1
Finance Minister: New Normal May Be Permanent Normal,2,2,1
Malaysian Finance Minister: New Normal May Be Permanent Normal,2,2,1
Finance Minister: New normal may be permanent normal,2,2,1
Finance Minister: New Normal May Be Permanent Normal,2,2,1
Covid–19: Finance Minister Says New Normal May Be Permanent,2,2,1
"New Normal May Be Permanent Normal, Says Finance Minister | The Edge Markets",2,2,1
Finance Minister: New Normal May Be Permanent Normal,2,2,1
Finance Minister: New Normal May Be Permanent Normal,2,2,1
Malaysian Finance Minister: New normal may be permanent normal,2,2,1
No place for cheap labour in the new normal,2,0,0
No Place For Cheap Labour In The New Normal,2,0,0
"Dosm Preparing New, Latest Statistics On More Detailed Level",2,2,1
Q1 Gdp Lowest Since Q3’09: Dosm,2,0,1
Q1 GDP lowest since Q3'09: DoSM,2,0,1
"DOSM preparing new, latest statistics on more detailed level",2,2,1
"A Million Will Lose Their Jobs, What Actions Will The Government Take?",2,0,0
"A Million Will Lose Their Jobs, What Actions Will The Government Take?",2,0,0
Anwar Ibrahim Is Not Malaysia’s ‘saviour’,2,2,1
Two Mil Sq Ft Of New Logistics And Warehousing Facilities Expected To Come Onstream By 2022 | The Edge Markets,2,2,1
A Need To Restart The Economy,2,2,0
"Statistics Dept To Gather Data On Informal, Other Sectors For Post–covid–19 Planning",2,2,1
"Statistics Dept To Gather Data On Informal, Other Sectors For Post–covid–19 Planning",2,2,1
What are the Job Opportunities for Malaysians Post Covid–19?,2,1,1
Huazong Lists 35–point Proposal For Govt To Consider During Covid–19 And Mco,2,2,0
Reproducing Some Comments By Readers,2,2,0
Will Economic Contraction Get Worse Than Bnm’s Forecast?,2,0,0
Will economic contraction get worse than BNM's forecast?,2,0,0
Household Spending Down,2,2,0
Consumer Spending To Slowly Normalise Post–mco,2,2,1
"Package Announced Pm Exact Target, Comprehensive",2,1,1
Malaysia's Efforts in Dealing with the Covid-19 Pandemic,2,2,1
Prihatin Package: What Do The Smes Really Want? | The Edge Markets,2,1,1
Why does the government need to help B40?,2,1,0
Why Should the Government Help B40?,2,1,0
"Should Govt, Employees And Employers Share Burden Equally During Covid–19?",2,0,0
"Should Govt, Employees And Employers Share Burden Equally During Covid–19?",2,0,0
"Should govt, employees and employers share burden equally during Covid-19?",2,0,0
Azlan Appointed Executive Director Mte,2,2,1
"Eac Committee Members Announced, Includes The Edge’s Tong Kooi Ong, Sunway’s Jeffery Cheah, Westports Gnanalingam",2,2,1
Tourism Activities To Stay Subdued — Analysts,2,2,1
Digital Shifts In 2020,2,2,1
What is the Effect of Bank Negara Malaysia's Move to Lower the Overnight Policy Rate?,2,0,1
Bank Muamalat Allocates Rm10m To Fund Smes,2,2,1
"The State of the Nation: Inflation to make a comeback in 2021, but only mildly",0,2,1
An additional RM45 billion economic stimulus package is urgently needed for Budget 2021 following the unexpected rise in unemployment to 4.7% and contraction of Industrial Production Index by 0.5% in October 2020,0,0,1
RM45b stimulus needed after unemployment rise and lower production,0,0,0
RHB Research expects some 'revenge spending' in domestic market,0,0,1
A pandemic that paralyses the global economy,0,2,1
A pandemic that crippled the global economy,0,2,1
A pandemic that paralyses the global economy,0,2,1
my Say: Extraordinary rebound disguises structural weakness,0,0,1
Malaysia's creative industry largely untapped,0,1,0
Malaysia's creative industry is largely untapped,0,1,1
Malaysia's creative economy is largely untapped,0,1,1
Malaysia's creative industry is largely untapped,0,1,1
Letter - How Budget 2021 can address jobless youth in Sabah - Amanda Yeo,0,2,0
"A decline in fixed investment may hurt Malaysia, economists say",0,0,0
"A decline in fixed investment may hurt Malaysia, economists say",0,0,0
"Economic Growth Is Influenced by Long-Term Views, Political Stability",0,1,1
"A decline in fixed investment may hurt Malaysia, economists say",0,0,0
"A decline in fixed investment may hurt Malaysia, economists say",0,0,0
"Warning against debt-fuelled economic growth, BNM says extending blanket loan moratorium not in country's best interest",0,0,1
Malaysia records negative growth for second consecutive quarter,0,0,1
DOSM: Malaysia's GDP dropped 2.7% in 3Q,0,2,1
"Malaysia's economy recovers from record low GDP of -17.1pc in Q2 2020, to -2.7pc in Q3 2020",0,0,1
CALCULATE A FRAGILE ECONOMIC SITUATION,0,2,1
The 2021 budget is expected to take into account the current fragile economic situation - Bank Islam,0,2,0
RHB Investment Bank maintains -1.0pc inflation rate forecast,0,2,1
RHB Investment Bank maintains -1.0 pct inflation rate forecast,0,2,1
UOB Bank expects unemployment rate to remain elevated,0,0,1
UOB Bank expects unemployment rate to remain elevated,0,0,1
UOB Bank expects unemployment rate to remain elevated,0,0,1
"Rising Covid-19 cases a key risk to industrial production, say economists",0,0,1
"Solid fundamentals enable Malaysia to deal with Covid-19 shocks, Wahid says",0,0,1
Solid fundamentals accorded Malaysia resilience in dealing with pandemic shocks - Wahid,0,0,1
Safeguard economy by breaking Covid-19 infection chain again,0,1,1
GRADUATE MISMATCH IN THE LABOUR MARKET,0,2,0
Pivot towards digital economy amid Covid-19 outbreak,0,2,1
Malaysia still in deflation as CPI drops,0,2,1
Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,0,0
Malaysia will record a higher deficit if the MCO is re-enforced,0,0,1
Malaysia may record a higher deficit if the MCO is re-enforced,0,0,1
Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,0,0
Malaysia may suffer wider deficit if MCO re-imposed: Academicians,0,0,0
"Malaysia may suffer wider deficit if MCO re-imposed, say academics",0,0,0
Malaysia may record a higher deficit if the MCO is re-enforced - Academician,0,0,1
Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,0,0
Stats Dept: Malaysia's Gross Fixed Capital Formation slips 2.1pc in 2019,0,0,1
PMTK 2019 down 2.1%,0,2,1
Gross Fixed Capital Formation decreased by 2.1 percent in 2019 - Department of Statistics,0,0,1
GFCF slips 2.1 pct in 2019 - DOSM,0,2,1
PM: Malaysia needs to produce critical products,0,0,1
Global companies turn to Malaysia due to US-China trade war,0,0,1
Malaysia needs to produce a critical product - Muhyiddin,0,0,0
Cover Story: Six factors that could derail the market recovery,0,0,0
"The people can't wait, the government has to hurry - Muhyiddin",0,2,1
Special Report: The State of the Nation: Bridging the gap between agriculture and food security,0,1,1
"The Week Ahead: Unemployment rate, Digi. Com results and China 2Q GDP in focus | The Edge Markets",0,0,1
"The people can't wait, the government has to hurry - Muhyiddin",0,2,1
"The people can't wait, the government has to hurry - Muhyiddin",0,2,1
My Say: Another look at the deficit and debt concerns | The Edge Markets,0,0,0
My Say: Another look at the deficit and debt concerns | The Edge Markets,0,0,0
KPDNHEP encourages the use of local products and services,0,1,1
"KLCI pares losses, stays in negative zone as rising US virus cases, downgrade in economic projections rattles markets | The Edge Markets",0,0,1
PKR claims PAS has failed to drive Terengganu's economic growth,0,0,0
2020 Recession In Malaysia: What You Need To Know,0,0,0
"Inflation to remain subdued, OPR cut unlikely at Bank Negara's July meeting",0,0,0
"The Week Ahead: All eyes on Malaysia's April unemployment rate, major G10 central bank policy decisions",0,0,1
Sarawak Businesses Shun Qmunity App Amid Covid-19 Stigma,0,2,1
Facing Another War,0,0,1
'Prihatin' PM cares deeply about people's problems,0,1,1
'Prihatin' PM Muhyiddin cares deeply about people's problems,0,1,1
"Muhyiddin cares, cares about the people's problems",0,1,0
'Prihatin' PM Muhyiddin cares deeply about people's problems,0,1,1
Muhyiddin cares about the people's problems,0,1,0
'Prihatin' PM Muhyiddin cares deeply about people's problems,0,1,1
'Prihatin' PM Muhyiddin cares deeply about people's problems,0,1,1
"Muhyiddin cares, cares about the people's problems",0,1,0
'Prihatin' PM Muhyiddin cares deeply about people's problems,0,1,1
"The State of the Nation: After a torrid April, rebound in May manufacturing not a given",0,2,0
Strong economy in difficult times,0,1,1
Revitalising economy through tough times,0,0,1
Malaysia's service exports hit record RM169.8 billion in 2019,0,2,1
Responding to Covid-19 economy: Understanding employment shock,0,0,0
Workers have to be fired: PN has no way out - Faiz Fadzil,0,0,0
Workers have to be fired: PN has no way out - Faiz Fadzil,0,0,0
Ringgit Faces a Difficult Journey,0,0,1
The ringgit faces a difficult journey,0,0,1
Ringgit Faces a Difficult Journey,0,0,1
The ringgit faces a difficult journey,0,0,1
The ringgit faces a difficult journey,0,0,1
"Protect Vulnerable Households, Groups And Businesses, Says Daim",0,1,0
We’re Already In A Global Recession And Here's What We Can Do,0,0,1
COMMENT | We're already in a global recession and here's what we can do,0,0,0
Multi–pronged Strategy Needed To Tackle Rising Unemployment,0,0,0
"Malaysia's 1q Gdp Growth Drops To 0.7%, Lowest Since 2009 | The Edge Markets",0,2,1
"Malaysia's March Ipi Suffers First Drop Since February 2013, Downtrend To Continue | The Edge Markets",0,0,1
Services Sector’s Average Revenue Falls Nearly 40pc,0,2,0
Malaysia 1q Gdp To Shrink For First Time Since Global Financial Crisis — Economists | The Edge Markets,0,0,1
Malaysia 1Q GDP to shrink for first time since global financial crisis - economists | The Edge Markets,0,0,1
Unemployment Rate On The Rise,0,0,1
Services Sector’s Revenue Fall Due To The Mco,0,2,1
Services Sector Average Revenue Falls Nearly 40%: Dosm,0,2,0
Service Sector Expected to Decline 38.6% During Pkp,0,2,0
The service sector is expected to decline by 38.6% during the MCO,0,2,1
Pkp: Service Sector Expected to Decline 38.6 Percent,0,2,1
"Services Sector’s Average Revenue Fell Nearly 40% During Mco, Up To April 28 — Dosm | The Edge Markets",0,2,0
"Services sector's average revenue fell nearly 40% during MCO, up to April 28 - DOSM | The Edge Markets",0,2,0
The service sector is expected to decline 38.6 percent during the MCO,0,2,1
Service Sector Expected to Decline 38.6 Percent During Pkp,0,2,0
Services Sector’s Average Revenue Falls Nearly 40 Pct During Mco – Dosm,0,2,1
Services Sectors Average Revenue Falls Nearly 40 Per Cent During Mco – Dosm,0,2,0
"Services Sector’s Average Revenue Falls Nearly 40pc During Mco, Says Statistics Dept",0,2,0
Service Sector Expected to Decline 38.6 Percent During Pkp,0,2,0
Workers' salary issue dominates challenges faced by businesses during MCO: DOSM,0,1,0
Workers’ Salary Issue Dominates Challenges Faced By Businesses During Mco: Dosm,0,1,0
Workers’ Salary Issue Dominates Challenges Faced By Businesses During Mco –– Dosm,0,1,0
Malaysia’s Unemployment Rate Jump To Decade Record High Amid Pandemic,0,0,1
Special Report: Covid–19 Fallout: Jobs Under Threat | The Edge Markets,0,0,1
Sharp Spike In Job Losses Due To Covid–19,0,0,0
"The Week Ahead: Opr, Trade Data And Unemployment Rate In The Spotlight | The Edge Markets",0,0,1
"Economists Explain Why Easing Important Restrictions, For Rural, Poor People",0,0,0
"Covid–19 : Dosm Collects Informal Sector Statistics, Affected Economy",0,0,1
The Problem Of Unemployment During And After Mco,0,0,0
The problem of unemployment during and after MCO,0,0,0
The Problem Of Unemployment During And After Mco,0,0,0
